ID,Name,Work,AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,SALARY,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
98260,N8383,CTU,65+,female,majority,30y+,university,upper class,,,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,2,2,0
655543,N8384,CTU,16-25,female,minority,0-9y,none,poverty,0.305421422755946,,0.0,before 2015,1.0,0.0,10238.0,8000.0,sedan,0.0,0,0,1
63383,N8385,CTU,40-64,female,majority,20-29y,university,middle class,0.458551922853867,,1.0,before 2015,0.0,1.0,92101.0,13000.0,sedan,1.0,0,1,0
362014,N8386,CTU,65+,female,majority,30y+,high school,upper class,0.805738990702715,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,5,0
415219,N8387,CTU,16-25,female,majority,0-9y,high school,poverty,,,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,0
897379,N8388,CTU,16-25,male,majority,0-9y,high school,poverty,0.204331080735511,,1.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
462054,N8389,CTU,40-64,male,minority,20-29y,none,poverty,0.286830704042325,,1.0,before 2015,0.0,1.0,10238.0,8000.0,sedan,5.0,1,2,0
883353,N8390,CTU,40-64,female,majority,20-29y,none,poverty,0.409143316266064,,1.0,after 2015,0.0,1.0,32765.0,11000.0,sedan,3.0,0,1,0
416175,N8391,CTU,40-64,male,majority,20-29y,university,upper class,0.519619302327217,,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,3.0,2,6,0
296063,N8392,CTU,40-64,female,majority,10-19y,university,upper class,,,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,2.0,0,0,0
150843,N8393,CTU,65+,female,majority,30y+,university,upper class,0.704110309234221,,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,2.0,0,2,0
562555,N8394,CTU,16-25,male,majority,0-9y,none,poverty,0.416020099714618,,1.0,before 2015,0.0,1.0,92101.0,15000.0,sedan,0.0,0,0,1
157916,N8395,CTU,40-64,male,majority,20-29y,high school,upper class,0.810378378892802,,1.0,before 2015,1.0,1.0,10238.0,,sedan,0.0,0,5,0
398578,N8396,CTU,65+,male,majority,30y+,university,upper class,,,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,3.0,1,6,0
921134,N8397,CTU,16-25,male,majority,0-9y,university,upper class,0.597546622564527,,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
259935,N8398,CTU,26-39,male,majority,10-19y,university,upper class,0.691453443489887,,1.0,before 2015,1.0,0.0,10238.0,,sedan,0.0,0,0,0
575729,N8399,CTU,26-39,male,majority,0-9y,university,upper class,0.452509476692449,,0.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,1
84921,N8400,CTU,40-64,female,majority,0-9y,none,working class,,,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
603882,N8401,CTU,40-64,male,majority,20-29y,high school,working class,0.456147502042531,,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,2.0,0,1,0
802297,N8402,CTU,26-39,female,majority,10-19y,university,working class,0.484670844081242,,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,2.0,0,0,1
603309,N8403,CTU,40-64,female,majority,0-9y,university,upper class,0.604645235109133,,0.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
375315,N8404,CTU,40-64,male,majority,10-19y,university,upper class,,,1.0,before 2015,1.0,0.0,32765.0,13000.0,sports car,2.0,3,0,1
149874,N8405,CTU,40-64,male,majority,10-19y,none,middle class,0.476942994215098,,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,1.0,0,3,0
58284,N8406,CTU,40-64,male,majority,20-29y,university,upper class,0.524854140061048,,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,2.0,1,3,0
169690,N8407,CTU,16-25,male,majority,0-9y,university,upper class,0.615562095398849,,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
643377,N8408,CTU,40-64,male,majority,20-29y,university,middle class,0.561541306014296,,0.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,1,2,0
416380,N8409,CTU,26-39,female,majority,10-19y,university,upper class,0.72339441888375,,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,2,0
446206,N8410,CTU,40-64,male,majority,20-29y,high school,upper class,0.583898596481849,,1.0,after 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,1,1,0
119771,N8411,CTU,16-25,male,majority,0-9y,university,middle class,0.704106307907888,,1.0,before 2015,0.0,1.0,32765.0,,sedan,0.0,0,0,1
887486,N8412,CTU,16-25,female,majority,0-9y,high school,poverty,0.359117239939953,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
792926,N8413,CTU,40-64,female,majority,10-19y,high school,upper class,0.520352999261811,,1.0,before 2015,1.0,1.0,32765.0,6000.0,sedan,0.0,0,0,0
497630,N8414,CTU,65+,female,majority,10-19y,university,upper class,0.616001751836031,,1.0,after 2015,0.0,1.0,32765.0,9000.0,sedan,0.0,0,0,0
468732,N8415,CTU,26-39,male,majority,0-9y,high school,working class,0.528242677579548,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
567328,N8416,CTU,40-64,male,majority,10-19y,high school,upper class,0.668601971932544,,1.0,before 2015,1.0,0.0,10238.0,17000.0,sports car,0.0,1,2,0
957672,N8417,CTU,26-39,male,majority,10-19y,university,upper class,0.620660229830733,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,1,2,0
128918,N8418,CTU,40-64,male,minority,10-19y,high school,upper class,0.609499888338906,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0,0,0
471702,N8419,CTU,65+,female,majority,10-19y,high school,upper class,0.564645292058842,,1.0,after 2015,0.0,0.0,10238.0,,sedan,0.0,0,0,0
504941,N8420,CTU,26-39,male,majority,10-19y,high school,working class,0.562195152828493,,1.0,before 2015,0.0,0.0,10238.0,19000.0,sedan,0.0,0,0,0
977069,N8421,CTU,16-25,female,minority,0-9y,none,working class,0.386993070561875,,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
357589,N8422,CTU,16-25,female,majority,0-9y,high school,working class,0.496045832457556,,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
141554,N8423,CTU,26-39,male,majority,10-19y,university,upper class,0.639190321003752,,1.0,after 2015,1.0,1.0,32765.0,4000.0,sedan,10.0,0,0,0
838981,N8424,CTU,26-39,male,majority,10-19y,high school,working class,0.378626444501599,,0.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,1.0,0,1,1
378303,N8425,CTU,40-64,female,majority,0-9y,university,middle class,0.581428416809435,,0.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
112128,N8426,CTU,26-39,female,majority,10-19y,none,middle class,0.514175054428405,,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,1,0
402995,N8427,CTU,40-64,male,majority,20-29y,university,upper class,0.531462023045857,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,8.0,1,4,0
949788,N8428,CTU,65+,female,majority,30y+,high school,middle class,0.445783361313987,,0.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,2.0,1,0,0
731473,N8429,CTU,16-25,female,minority,0-9y,none,poverty,,,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
671362,N8430,CTU,40-64,male,majority,10-19y,high school,upper class,0.571965385443852,,1.0,before 2015,1.0,0.0,10238.0,16000.0,sedan,3.0,0,1,0
479539,N8431,CTU,40-64,male,majority,20-29y,high school,middle class,0.510664477762902,,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,3,0
239778,N8432,CTU,16-25,female,majority,0-9y,none,poverty,0.228864944558418,,0.0,before 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
181858,N8433,CTU,65+,male,majority,10-19y,high school,upper class,0.625097648002024,,0.0,before 2015,1.0,1.0,10238.0,,sedan,2.0,0,0,1
401739,N8434,CTU,26-39,female,majority,10-19y,none,working class,,,1.0,after 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,1,0
627751,N8435,CTU,26-39,female,majority,10-19y,university,upper class,0.511430837194955,,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,1,0
137975,N8436,CTU,40-64,female,majority,20-29y,high school,upper class,0.564942283910173,,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,2.0,0,1,0
962966,N8437,CTU,26-39,male,majority,10-19y,none,poverty,0.421769101919735,,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,1,1
557345,N8438,CTU,26-39,male,majority,10-19y,university,middle class,0.542309905402017,,1.0,before 2015,0.0,0.0,32765.0,,sedan,1.0,1,0,0
156901,N8439,CTU,65+,female,majority,30y+,high school,upper class,0.732502197920916,,1.0,before 2015,1.0,1.0,10238.0,,sedan,3.0,0,4,0
83709,N8440,CTU,40-64,male,majority,20-29y,high school,upper class,,,1.0,before 2015,1.0,0.0,32765.0,9000.0,sedan,10.0,0,3,0
854217,N8441,CTU,40-64,male,majority,10-19y,university,upper class,0.615752718949656,,1.0,before 2015,1.0,1.0,32765.0,8000.0,sports car,2.0,0,0,0
218011,N8442,CTU,40-64,female,majority,20-29y,university,upper class,,,1.0,before 2015,1.0,0.0,10238.0,,sedan,0.0,0,2,0
399675,N8443,CTU,16-25,female,majority,0-9y,high school,working class,0.339104142826097,,1.0,before 2015,0.0,0.0,32765.0,14000.0,sedan,0.0,0,0,1
971427,N8444,CTU,26-39,female,majority,10-19y,high school,working class,0.56548331780381,,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,2.0,0,1,0
494823,N8445,CTU,40-64,female,majority,10-19y,high school,middle class,0.60009456067008,,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,1.0,0,0,1
444919,N8446,CTU,26-39,male,majority,0-9y,high school,middle class,0.470342270278948,,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
603013,N8447,CTU,26-39,female,majority,10-19y,high school,middle class,0.405636827223028,,1.0,after 2015,0.0,0.0,10238.0,16000.0,sedan,2.0,0,0,0
645596,N8448,CTU,40-64,female,minority,20-29y,high school,middle class,0.49843702690177,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,2,0
837609,N8449,CTU,26-39,female,majority,10-19y,none,poverty,0.288232329869568,,0.0,before 2015,0.0,0.0,92101.0,17000.0,sedan,1.0,0,0,1
739670,N8450,CTU,16-25,female,majority,0-9y,high school,middle class,0.44093631778644,,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
673316,N8451,CTU,40-64,female,majority,20-29y,high school,upper class,0.7011043875619,,1.0,before 2015,0.0,1.0,10238.0,,sports car,1.0,0,1,0
959087,N8452,CTU,26-39,male,majority,0-9y,university,upper class,0.515841091106846,,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
269942,N8453,CTU,26-39,female,majority,10-19y,high school,middle class,0.552577033496693,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
597383,N8454,CTU,65+,female,majority,30y+,university,upper class,0.557160303446678,,1.0,before 2015,1.0,0.0,92101.0,13000.0,sedan,0.0,0,1,0
116223,N8455,CTU,65+,female,majority,30y+,university,upper class,0.656995234579229,,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,2.0,0,3,0
973996,N8456,CTU,16-25,female,majority,0-9y,none,poverty,0.51906328395027,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
410008,N8457,CTU,26-39,female,majority,0-9y,university,working class,0.530344582933426,,1.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,0.0,0,0,1
621145,N8458,CTU,40-64,female,majority,10-19y,university,upper class,0.539158605518121,,1.0,before 2015,1.0,0.0,32765.0,12000.0,sedan,0.0,0,0,0
387710,N8459,CTU,65+,female,majority,30y+,high school,upper class,0.779040137682799,,0.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,4,0
485643,N8460,CTU,65+,male,majority,0-9y,university,upper class,0.647924548056223,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
825240,N8461,CTU,40-64,male,majority,20-29y,university,upper class,0.561860678781041,,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,1.0,0,1,0
465478,N8462,CTU,26-39,female,majority,0-9y,high school,upper class,0.571966040466168,,1.0,after 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
158980,N8463,CTU,40-64,female,majority,0-9y,high school,upper class,0.627472269090139,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
712934,N8464,CTU,16-25,male,majority,0-9y,none,poverty,0.243575538877824,,0.0,before 2015,0.0,0.0,32765.0,17000.0,sports car,0.0,0,0,1
749627,N8465,CTU,40-64,male,majority,20-29y,high school,middle class,0.626457021989636,,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,4.0,1,3,0
777639,N8466,CTU,40-64,male,majority,20-29y,high school,working class,0.414880731042601,,0.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,5.0,0,3,0
266513,N8467,CTU,40-64,female,majority,20-29y,university,upper class,0.520945427082157,,1.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,4.0,0,0,0
565310,N8468,CTU,16-25,female,majority,0-9y,high school,poverty,0.403334268295125,,0.0,before 2015,0.0,1.0,92101.0,8000.0,sedan,0.0,0,0,1
247276,N8469,CTU,26-39,male,majority,10-19y,university,upper class,0.64577286158364,,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,5,0
991678,N8470,CTU,40-64,male,majority,10-19y,high school,upper class,0.536095270742966,,1.0,before 2015,0.0,1.0,32765.0,11000.0,sports car,2.0,0,4,1
442227,N8471,CTU,40-64,female,majority,20-29y,none,middle class,0.742441703821276,,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,2.0,0,2,0
70043,N8472,CTU,65+,male,majority,30y+,university,upper class,0.564365970636628,,1.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,9.0,1,1,0
935526,N8473,CTU,40-64,male,majority,20-29y,high school,upper class,0.720039794160799,,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,2.0,0,2,0
636518,N8474,CTU,40-64,female,majority,20-29y,university,upper class,0.748956725239477,,1.0,before 2015,1.0,1.0,10238.0,,sedan,1.0,0,1,0
303443,N8475,CTU,65+,female,majority,0-9y,university,upper class,0.532484745593896,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
870829,N8476,CTU,26-39,male,majority,10-19y,none,poverty,0.307748313483351,,0.0,before 2015,1.0,1.0,10238.0,16000.0,sedan,0.0,0,2,0
149365,N8477,CTU,65+,female,majority,30y+,high school,upper class,0.806077729721038,,0.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,3.0,1,0,0
430796,N8478,CTU,40-64,female,majority,20-29y,none,upper class,0.600507759309142,,1.0,after 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,1,1,0
143750,N8479,CTU,16-25,female,majority,0-9y,none,poverty,0.46908078696751,,0.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,1
956893,N8480,CTU,16-25,male,majority,0-9y,university,middle class,0.311492320935931,,1.0,after 2015,0.0,0.0,10238.0,20000.0,sedan,0.0,0,0,1
859164,N8481,CTU,40-64,male,majority,20-29y,high school,upper class,0.696508339653524,,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,8.0,0,1,1
924451,N8482,CTU,16-25,male,majority,0-9y,high school,middle class,0.467481653186401,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
568119,N8483,CTU,40-64,male,majority,0-9y,high school,middle class,0.525366520266264,,1.0,after 2015,0.0,1.0,10238.0,,sedan,0.0,0,0,0
393627,N8484,CTU,65+,male,majority,0-9y,high school,upper class,0.689858517238925,,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,0,0
667733,N8485,CTU,26-39,male,majority,0-9y,none,poverty,0.379692997173157,,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
904219,N8486,CTU,26-39,female,majority,10-19y,high school,working class,0.30187847423056,,1.0,before 2015,0.0,0.0,32765.0,8000.0,sedan,1.0,0,0,0
331175,N8487,CTU,26-39,female,majority,10-19y,university,upper class,0.71583338738666,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,1,0
640807,N8488,CTU,16-25,female,majority,0-9y,none,working class,0.368221011158246,,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
767300,N8489,CTU,65+,male,majority,30y+,high school,upper class,0.599032123878169,,1.0,before 2015,1.0,0.0,10238.0,17000.0,sedan,4.0,0,2,0
83894,N8490,CTU,40-64,female,majority,20-29y,university,working class,0.585894345102935,,1.0,before 2015,1.0,1.0,32765.0,,sedan,2.0,0,1,0
73652,N8491,CTU,26-39,female,majority,10-19y,university,upper class,,,1.0,before 2015,1.0,0.0,32765.0,9000.0,sedan,2.0,0,0,0
686058,N8492,CTU,26-39,female,minority,10-19y,high school,working class,0.293448014435417,,1.0,after 2015,0.0,1.0,32765.0,,sedan,2.0,0,2,0
638945,N8493,CTU,16-25,female,majority,0-9y,none,poverty,0.341861725204789,,0.0,before 2015,0.0,0.0,10238.0,9000.0,sedan,0.0,0,0,1
138696,N8494,CTU,16-25,male,majority,0-9y,high school,working class,0.506203178390372,,0.0,before 2015,0.0,0.0,32765.0,10000.0,sedan,0.0,0,0,1
832488,N8495,CTU,16-25,male,majority,0-9y,none,poverty,0.383862477685891,,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
333255,N8496,CTU,65+,female,majority,20-29y,high school,upper class,0.737610067919409,,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,4.0,1,0,0
746691,N8497,CTU,26-39,male,majority,10-19y,high school,poverty,0.490636608611977,,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,2.0,0,0,0
519878,N8498,CTU,26-39,male,minority,10-19y,university,upper class,0.620127384173674,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,2.0,0,4,0
983527,N8499,CTU,26-39,male,majority,10-19y,none,working class,0.463343186858164,,0.0,before 2015,0.0,1.0,92101.0,17000.0,sedan,0.0,1,0,1
385997,N8500,CTU,16-25,female,majority,0-9y,high school,working class,0.345842800311707,,1.0,after 2015,0.0,0.0,10238.0,,sedan,0.0,0,0,0
804181,N8501,CTU,65+,female,majority,30y+,university,upper class,0.749894074600767,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,3.0,0,4,0
428914,N8502,CTU,40-64,male,majority,20-29y,university,upper class,0.76409533283108,,1.0,before 2015,0.0,1.0,10238.0,17000.0,sedan,2.0,0,3,0
250099,N8503,CTU,65+,male,majority,30y+,university,upper class,0.637303638086404,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,7.0,0,6,0
428284,N8504,CTU,16-25,female,majority,0-9y,none,working class,,,1.0,before 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
949028,N8505,CTU,16-25,male,majority,0-9y,university,upper class,0.702043683121167,,1.0,after 2015,1.0,1.0,10238.0,,sedan,0.0,0,0,0
344160,N8506,CTU,65+,female,majority,30y+,university,upper class,0.680530447938919,,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,3.0,1,1,0
774567,N8507,CTU,65+,female,majority,10-19y,university,upper class,0.52943859241608,,1.0,after 2015,1.0,1.0,10238.0,6000.0,sedan,2.0,0,1,0
630189,N8508,CTU,16-25,male,majority,0-9y,university,poverty,0.38127890465662,,0.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
493263,N8509,CTU,65+,female,majority,30y+,high school,upper class,0.692419783440356,,1.0,before 2015,1.0,0.0,10238.0,14000.0,sedan,1.0,1,0,0
235390,N8510,CTU,65+,female,majority,30y+,university,upper class,0.695841993531709,,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,7.0,1,0,0
974832,N8511,CTU,40-64,female,majority,0-9y,none,working class,0.601329471004219,,0.0,before 2015,1.0,0.0,92101.0,12000.0,sedan,0.0,0,0,1
135317,N8512,CTU,40-64,male,majority,10-19y,university,upper class,0.549609032067444,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,2.0,1,3,0
139106,N8513,CTU,26-39,male,majority,10-19y,university,middle class,0.627361339020934,,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,4,1
685176,N8514,CTU,16-25,female,majority,0-9y,high school,middle class,0.604104789336733,,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
226461,N8515,CTU,16-25,female,majority,0-9y,none,working class,0.433672331386852,,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
18850,N8516,CTU,26-39,female,minority,10-19y,high school,poverty,0.175240246078814,,0.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,1.0,0,0,0
831974,N8517,CTU,16-25,female,majority,0-9y,university,middle class,0.558989618353163,,1.0,before 2015,1.0,0.0,92101.0,9000.0,sedan,0.0,0,0,0
901622,N8518,CTU,40-64,male,majority,20-29y,high school,upper class,0.574171972766689,,0.0,after 2015,1.0,1.0,32765.0,7000.0,sedan,6.0,1,6,1
79770,N8519,CTU,40-64,male,majority,0-9y,high school,upper class,0.575674930892843,,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
325180,N8520,CTU,26-39,female,majority,10-19y,none,working class,0.444032982321597,,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,1,0
124813,N8521,CTU,16-25,male,majority,0-9y,university,middle class,,,0.0,before 2015,0.0,0.0,10238.0,,sedan,0.0,0,0,1
805924,N8522,CTU,26-39,female,majority,10-19y,high school,working class,0.366462662633875,,1.0,before 2015,0.0,0.0,92101.0,14000.0,sedan,1.0,0,0,1
553534,N8523,CTU,65+,male,majority,30y+,university,upper class,0.470909942527389,,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,4.0,0,4,0
378176,N8524,CTU,65+,male,majority,30y+,high school,upper class,,,1.0,after 2015,0.0,1.0,92101.0,10000.0,sports car,6.0,0,2,1
374337,N8525,CTU,40-64,male,majority,20-29y,high school,working class,0.455855723518333,,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,1,3,0
865367,N8526,CTU,65+,male,majority,10-19y,high school,upper class,0.498769516087374,,0.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,2.0,1,1,0
528129,N8527,CTU,40-64,female,majority,20-29y,university,upper class,0.705973408255913,,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,0,0
532765,N8528,CTU,40-64,male,majority,20-29y,university,upper class,0.646338541058256,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,0,1,0
804529,N8529,CTU,40-64,male,majority,0-9y,university,upper class,0.667599327119331,,1.0,before 2015,0.0,0.0,10238.0,10000.0,sedan,0.0,0,0,1
51347,N8530,CTU,40-64,female,majority,20-29y,university,upper class,,,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,5.0,0,2,0
963521,N8531,CTU,40-64,male,majority,20-29y,university,middle class,0.504517406037763,,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,3.0,0,0,0
161641,N8532,CTU,26-39,female,majority,10-19y,high school,working class,,,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,1,0
422469,N8533,CTU,40-64,male,majority,0-9y,university,upper class,0.592776086288829,,1.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,1
39165,N8534,CTU,26-39,male,majority,10-19y,none,middle class,0.63203623351403,,1.0,after 2015,0.0,1.0,10238.0,11000.0,sedan,3.0,0,2,0
356599,N8535,CTU,40-64,female,majority,0-9y,high school,upper class,0.753201897827719,,1.0,after 2015,1.0,1.0,10238.0,,sedan,0.0,0,0,0
284890,N8536,CTU,40-64,female,minority,20-29y,high school,middle class,0.605674685530586,,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,5.0,0,2,0
353086,N8537,CTU,40-64,male,majority,20-29y,high school,poverty,0.207432545579217,,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,2.0,1,0,0
771433,N8538,CTU,16-25,male,majority,0-9y,high school,poverty,0.290792560787246,,0.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
355929,N8539,CTU,26-39,male,minority,10-19y,high school,working class,0.47552768809912,,1.0,after 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,1,0
950726,N8540,CTU,40-64,male,majority,20-29y,high school,working class,0.223684104364009,,1.0,before 2015,1.0,0.0,10238.0,,sports car,3.0,0,0,0
62325,N8541,CTU,65+,male,minority,20-29y,none,upper class,0.59054959568042,,0.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,4.0,0,2,1
467990,N8542,CTU,16-25,female,majority,0-9y,none,poverty,0.334965206275278,,1.0,before 2015,0.0,1.0,10238.0,,sedan,0.0,0,0,1
192184,N8543,CTU,40-64,male,majority,20-29y,high school,middle class,0.605430488431039,,1.0,before 2015,0.0,1.0,10238.0,9000.0,sedan,2.0,0,5,0
271313,N8544,CTU,65+,male,majority,20-29y,high school,upper class,0.65727629256547,,0.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,3.0,0,3,0
588405,N8545,CTU,40-64,female,majority,0-9y,high school,middle class,0.67456956707507,,0.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,0,1
426907,N8546,CTU,16-25,female,majority,0-9y,none,poverty,0.329359335087078,,0.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,0.0,0,0,1
447793,N8547,CTU,16-25,female,majority,0-9y,high school,poverty,,,0.0,before 2015,0.0,1.0,92101.0,8000.0,sedan,0.0,0,0,0
237361,N8548,CTU,65+,male,majority,0-9y,high school,upper class,0.730233283869353,,1.0,before 2015,0.0,0.0,32765.0,11000.0,sedan,0.0,0,0,1
514747,N8549,CTU,26-39,male,majority,10-19y,high school,middle class,0.659053390547641,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,1,0
769677,N8550,CTU,40-64,male,majority,20-29y,high school,upper class,0.672699270434563,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sports car,4.0,0,8,0
950198,N8551,CTU,65+,male,majority,0-9y,high school,upper class,0.567765628304076,,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,0,0
807751,N8552,CTU,65+,male,majority,0-9y,university,upper class,0.568042951568688,,1.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
734398,N8553,CTU,40-64,male,majority,20-29y,high school,middle class,0.384423097010732,,1.0,before 2015,1.0,1.0,92101.0,11000.0,sedan,5.0,0,5,0
583391,N8554,CTU,65+,male,majority,10-19y,university,upper class,0.674130280008358,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,4.0,0,4,0
187756,N8555,CTU,40-64,female,minority,10-19y,high school,upper class,,,1.0,after 2015,0.0,1.0,10238.0,15000.0,sedan,3.0,0,2,0
