AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
26-39,female,majority,10-19y,none,middle class,0.565733664014013,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
40-64,female,majority,10-19y,high school,working class,0.503293602258976,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,1,0
40-64,male,majority,20-29y,high school,upper class,0.576021934828263,0.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,4.0,3,3,0
40-64,female,majority,10-19y,high school,upper class,0.698085095968161,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,high school,middle class,0.465932351940498,1.0,after 2015,0.0,0.0,92101.0,15000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,none,poverty,0.436759564724834,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,university,middle class,0.598497183646672,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,1,0
65+,male,majority,0-9y,none,poverty,0.278348824338808,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,high school,middle class,0.549259879224929,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,1,0
26-39,female,majority,0-9y,university,middle class,0.583189088445011,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,high school,middle class,0.252207584460746,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.371918073858139,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,0,1
40-64,male,majority,0-9y,none,middle class,0.615701838894819,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,female,minority,0-9y,none,upper class,0.630056111108631,1.0,after 2015,1.0,1.0,32765.0,6000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,none,poverty,0.285288396885936,1.0,before 2015,0.0,0.0,10238.0,12000.0,sports car,0.0,0,1,0
16-25,male,majority,0-9y,university,working class,0.509842694997885,1.0,before 2015,0.0,0.0,10238.0,19000.0,sports car,0.0,0,0,1
26-39,male,majority,10-19y,university,middle class,0.587104908249602,1.0,before 2015,1.0,0.0,10238.0,16000.0,sedan,4.0,0,1,0
16-25,male,majority,0-9y,high school,poverty,0.344519650282701,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,high school,middle class,0.526753155719244,0.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,high school,middle class,0.443398429677309,1.0,before 2015,0.0,1.0,92101.0,12000.0,sedan,1.0,1,3,1
26-39,male,majority,10-19y,high school,working class,0.456998546491178,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,1,2,0
40-64,female,majority,20-29y,high school,upper class,0.622213414598551,1.0,before 2015,1.0,0.0,10238.0,11000.0,sedan,5.0,0,3,0
65+,female,majority,20-29y,none,upper class,0.76007085825515,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,2.0,0,2,0
40-64,female,majority,20-29y,university,upper class,0.61408515625288,1.0,after 2015,1.0,1.0,32765.0,5000.0,sedan,2.0,1,0,0
65+,female,majority,0-9y,university,upper class,0.626820000847933,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
40-64,female,majority,10-19y,high school,upper class,0.545691475724999,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,4.0,0,0,0
16-25,male,majority,0-9y,high school,working class,0.422074043892846,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,none,working class,0.431242179025551,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,2.0,0,1,1
40-64,male,majority,0-9y,university,upper class,0.518380567140662,1.0,after 2015,1.0,0.0,32765.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,upper class,0.572384405174278,1.0,after 2015,1.0,1.0,92101.0,15000.0,sedan,1.0,0,1,0
16-25,male,majority,0-9y,high school,poverty,0.3499147461715375,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,high school,upper class,0.520069285419891,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,3.0,0,2,0
40-64,female,majority,20-29y,high school,upper class,0.458420742947413,0.0,before 2015,1.0,1.0,32765.0,15000.0,sedan,1.0,1,0,0
26-39,male,majority,10-19y,university,upper class,0.488759439154533,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,working class,0.291001710830086,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,2.0,1,3,0
40-64,male,majority,20-29y,university,upper class,0.660285268240106,0.0,before 2015,1.0,1.0,10238.0,5000.0,sedan,1.0,0,6,0
26-39,male,majority,10-19y,high school,middle class,0.553095184188491,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,1,0
26-39,male,majority,10-19y,university,middle class,0.609018510628957,1.0,after 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,female,majority,10-19y,university,upper class,0.780728978460632,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,1.0,0,2,0
65+,female,majority,10-19y,high school,upper class,0.655323952332629,0.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,3.0,0,1,1
40-64,male,majority,10-19y,university,upper class,0.533042695773482,0.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,1,2,1
40-64,female,majority,20-29y,high school,upper class,0.372767042896092,1.0,after 2015,0.0,0.0,32765.0,15000.0,sedan,3.0,0,2,0
26-39,male,majority,10-19y,university,upper class,0.601456546134443,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0,2,0
16-25,female,majority,0-9y,none,poverty,0.514235189150771,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
40-64,female,majority,10-19y,university,upper class,0.582567074836819,1.0,before 2015,0.0,0.0,10238.0,17000.0,sports car,0.0,0,0,0
26-39,female,majority,10-19y,none,poverty,0.424731217716287,0.0,before 2015,0.0,0.0,10238.0,19000.0,sedan,1.0,0,0,1
65+,male,majority,10-19y,university,upper class,0.574992636449545,1.0,after 2015,1.0,1.0,92101.0,11000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,working class,0.343098645317229,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
65+,male,majority,10-19y,high school,upper class,0.536008883465674,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,1,0
65+,male,majority,30y+,high school,upper class,0.634376372864213,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,6.0,1,3,0
40-64,female,majority,20-29y,high school,upper class,0.510904561054412,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,0,3,0
65+,female,majority,10-19y,high school,upper class,0.58878042434467,0.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,1,0
65+,female,majority,30y+,university,upper class,0.589524899077383,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,1,0
65+,male,majority,30y+,university,upper class,0.616289338575794,1.0,after 2015,0.0,1.0,92101.0,18000.0,sedan,1.0,0,3,0
65+,female,majority,30y+,high school,upper class,0.509224941106265,0.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,3,0
16-25,male,majority,0-9y,none,poverty,0.216322782100839,1.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,0,0
26-39,female,majority,0-9y,high school,poverty,0.329004603588444,0.0,before 2015,0.0,1.0,32765.0,7000.0,sedan,0.0,0,0,0
16-25,male,minority,0-9y,high school,poverty,0.269992807469202,0.0,before 2015,0.0,1.0,32765.0,15000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,high school,upper class,0.537064952831246,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,3.0,1,1,0
65+,female,majority,30y+,university,upper class,0.540156005950368,0.0,after 2015,0.0,1.0,10238.0,15000.0,sedan,1.0,0,0,0
40-64,male,majority,20-29y,high school,poverty,0.302290193472679,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,6.0,0,1,0
26-39,female,majority,10-19y,none,poverty,0.3649909855025,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,male,minority,10-19y,university,upper class,0.573744454777224,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,0,0
26-39,male,majority,10-19y,high school,upper class,0.748537056186836,1.0,after 2015,0.0,1.0,10238.0,17000.0,sedan,0.0,0,1,0
40-64,female,majority,0-9y,high school,upper class,0.539360723547142,1.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,none,poverty,0.273623765974552,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
65+,female,majority,10-19y,high school,upper class,0.636343766845707,1.0,before 2015,1.0,1.0,10238.0,13000.0,sports car,1.0,0,2,1
26-39,female,majority,10-19y,high school,upper class,0.801189226700616,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,2.0,0,0,0
26-39,female,majority,10-19y,university,middle class,0.632214469093113,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,1,0
16-25,female,majority,0-9y,high school,working class,0.536560059023183,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
40-64,male,minority,20-29y,university,upper class,0.623966900282167,1.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,1.0,0,0,0
40-64,female,majority,0-9y,university,upper class,0.694979516092567,1.0,after 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.369439820012802,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,high school,poverty,0.293857309814122,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,none,upper class,0.626983532668873,1.0,before 2015,0.0,0.0,32765.0,19000.0,sedan,5.0,3,0,1
16-25,male,majority,0-9y,university,middle class,0.585968492896412,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,working class,0.238106104252828,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,none,poverty,0.381208267848988,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
26-39,male,minority,10-19y,none,working class,0.422759178823203,0.0,after 2015,0.0,1.0,32765.0,10000.0,sedan,6.0,1,2,0
16-25,male,majority,0-9y,none,poverty,0.230888176059576,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,university,middle class,0.681325949837492,0.0,before 2015,1.0,0.0,32765.0,9000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,university,upper class,0.600204472483174,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,1,1,0
16-25,female,majority,0-9y,high school,poverty,0.373765956714464,0.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,middle class,0.430648509970129,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,5,0
16-25,female,majority,0-9y,high school,poverty,0.274257055676294,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,none,poverty,0.318223276065537,0.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,2.0,0,1,0
26-39,male,majority,10-19y,high school,working class,0.414362544771138,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0,1,1
40-64,male,majority,20-29y,high school,upper class,0.5226425668570021,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,2.0,1,2,0
65+,female,majority,10-19y,university,upper class,0.658908563635508,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,1,0
26-39,female,majority,10-19y,university,middle class,0.481160765549546,1.0,after 2015,0.0,0.0,10238.0,17000.0,sedan,1.0,0,1,0
65+,female,majority,30y+,university,upper class,0.780688755880701,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,4.0,1,2,0
65+,female,majority,0-9y,none,upper class,0.707133448770164,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
40-64,female,majority,0-9y,university,upper class,0.599367153868212,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.845575852397476,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,3.0,1,0,0
65+,female,majority,30y+,high school,middle class,0.517544578995579,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,3.0,1,2,0
16-25,male,majority,0-9y,high school,poverty,0.4041085457217,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,high school,middle class,0.552021772759505,0.0,before 2015,0.0,0.0,10238.0,22000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,middle class,0.526753155719244,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,high school,working class,0.431242179025551,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
26-39,female,majority,0-9y,high school,upper class,0.460793276661708,1.0,before 2015,0.0,1.0,10238.0,18000.0,sedan,0.0,0,0,0
65+,female,majority,0-9y,university,upper class,0.600426298383418,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,none,poverty,0.329615798742704,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,working class,0.276344597334188,0.0,before 2015,0.0,1.0,10238.0,15000.0,sports car,0.0,0,0,1
26-39,male,majority,10-19y,university,working class,0.516969770686592,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,5,0
40-64,male,majority,20-29y,high school,middle class,0.558219929490903,0.0,before 2015,1.0,1.0,10238.0,11000.0,sports car,4.0,0,3,0
26-39,male,majority,10-19y,high school,middle class,0.526753155719244,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,5.0,0,1,1
16-25,female,majority,0-9y,none,poverty,0.318854498070368,1.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,high school,upper class,0.699202834222941,1.0,after 2015,1.0,0.0,10238.0,13000.0,sedan,2.0,1,1,0
40-64,female,majority,0-9y,high school,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
40-64,male,majority,0-9y,none,working class,0.272263260231345,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,university,middle class,0.639080075582124,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
26-39,male,majority,0-9y,high school,poverty,0.446111964554844,1.0,before 2015,0.0,0.0,32765.0,14000.0,sedan,0.0,0,0,1
40-64,male,minority,20-29y,none,upper class,0.527389827404154,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0,4,0
65+,male,majority,30y+,university,upper class,0.645228177284109,1.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,7.0,1,3,0
16-25,male,majority,0-9y,high school,working class,0.429583198397431,0.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
65+,female,majority,10-19y,high school,upper class,0.743517560425097,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,1,0
26-39,male,majority,10-19y,none,working class,0.53999019786775,0.0,before 2015,0.0,0.0,10238.0,22000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,university,upper class,0.424515127813913,1.0,after 2015,0.0,1.0,32765.0,13000.0,sedan,7.0,1,3,0
40-64,female,majority,20-29y,university,upper class,0.547999801349265,1.0,after 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,1,0
40-64,female,majority,20-29y,none,working class,0.451622201562782,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,4.0,1,0,0
26-39,female,majority,10-19y,high school,upper class,0.660920929459188,0.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,university,upper class,0.616289338575794,1.0,before 2015,0.0,1.0,10238.0,8000.0,sedan,4.0,0,6,0
26-39,female,majority,0-9y,university,working class,0.325464155782813,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,university,upper class,0.524243913671234,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,3,0
26-39,male,majority,10-19y,high school,working class,0.339355341755612,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,3.0,0,2,1
65+,female,majority,30y+,university,upper class,0.616289338575794,1.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,3.0,1,1,0
26-39,female,majority,10-19y,none,poverty,0.447556240587108,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,1.0,0,0,1
26-39,female,majority,0-9y,high school,working class,0.592974630453278,0.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,high school,middle class,0.455677890478627,0.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,middle class,0.657031527461706,1.0,after 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,1,0
40-64,female,majority,20-29y,university,upper class,0.747822677654212,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,1,3,0
65+,male,majority,30y+,high school,middle class,0.488066426490763,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,6.0,0,11,0
40-64,female,majority,10-19y,high school,middle class,0.654207292391974,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,0,3,0
65+,male,majority,30y+,university,upper class,0.668355697283907,1.0,after 2015,1.0,0.0,32765.0,9000.0,sedan,10.0,4,3,0
16-25,male,majority,0-9y,high school,poverty,0.21042838001488,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
40-64,male,majority,0-9y,university,upper class,0.616289338575794,0.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,high school,working class,0.347024167886391,1.0,before 2015,0.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
16-25,female,minority,0-9y,none,poverty,0.390145171307954,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.482927528053168,1.0,after 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,6,0
26-39,male,majority,0-9y,none,middle class,0.569358584135014,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
65+,male,majority,0-9y,high school,upper class,0.64983804865982,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,high school,middle class,0.507880254318395,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,1,0
16-25,male,majority,0-9y,university,working class,0.384912164965519,0.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
65+,female,minority,30y+,university,upper class,0.49659306140896,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,1,3,0
26-39,male,majority,10-19y,high school,working class,0.297611630242117,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,2.0,0,4,0
65+,female,majority,30y+,university,upper class,0.714546497400575,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0,1,0
65+,female,majority,30y+,high school,upper class,0.642813327341787,1.0,after 2015,1.0,0.0,92101.0,14000.0,sedan,1.0,0,1,0
26-39,male,majority,0-9y,high school,working class,0.459215333148989,0.0,before 2015,0.0,1.0,10238.0,13000.0,sports car,0.0,0,0,1
26-39,female,majority,10-19y,high school,middle class,0.518948633493366,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,1.0,0,0,0
40-64,male,majority,10-19y,university,middle class,0.626671863202206,1.0,before 2015,1.0,1.0,32765.0,4000.0,sedan,5.0,0,1,0
26-39,female,majority,10-19y,none,poverty,0.403742119388584,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
40-64,female,majority,20-29y,none,working class,0.553114614481844,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,3.0,0,0,0
40-64,female,majority,10-19y,high school,poverty,0.309904074981707,0.0,before 2015,0.0,1.0,10238.0,12000.0,sports car,1.0,0,0,1
65+,male,majority,0-9y,university,upper class,0.573748924689538,1.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,high school,upper class,0.417131347737637,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,6.0,2,4,0
26-39,male,majority,10-19y,university,middle class,0.53016847414774,1.0,after 2015,0.0,1.0,92101.0,12000.0,sedan,1.0,0,0,0
40-64,female,majority,20-29y,university,upper class,0.561630809427605,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,2.0,0,0,0
16-25,female,majority,0-9y,university,middle class,0.566000430587347,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,high school,poverty,0.289027267468347,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,high school,upper class,0.67768079766788,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0,1,0
26-39,male,majority,10-19y,none,middle class,0.501072901550572,1.0,before 2015,1.0,1.0,10238.0,15000.0,sedan,2.0,0,1,0
65+,male,majority,10-19y,none,upper class,0.563988189014143,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,3.0,1,2,0
40-64,male,majority,20-29y,university,upper class,0.559966745309322,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,1,0
26-39,female,majority,10-19y,university,upper class,0.587311221294599,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,6.0,0,1,0
65+,male,majority,0-9y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
65+,male,majority,10-19y,university,upper class,0.554603094237734,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,2.0,0,2,1
40-64,male,majority,10-19y,high school,middle class,0.621809345029532,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0,0,0
40-64,female,majority,20-29y,high school,working class,0.337665529526617,1.0,before 2015,0.0,0.0,92101.0,18000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,middle class,0.664091196720326,1.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,1,3,0
26-39,male,majority,10-19y,high school,middle class,0.648568122826826,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,2.0,0,1,1
40-64,male,majority,20-29y,university,middle class,0.690224417481211,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,1,0
26-39,female,majority,10-19y,high school,working class,0.364535661208407,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,1,1
16-25,male,majority,0-9y,none,poverty,0.287749713730902,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.563217567604475,1.0,after 2015,0.0,1.0,10238.0,10000.0,sedan,1.0,0,4,0
16-25,female,majority,0-9y,high school,working class,0.346071742944823,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,high school,upper class,0.706425555900417,1.0,after 2015,0.0,1.0,21217.0,15000.0,sedan,0.0,0,1,1
40-64,male,majority,10-19y,high school,middle class,0.432303930397484,1.0,before 2015,0.0,1.0,10238.0,10000.0,sports car,0.0,0,0,0
40-64,male,majority,10-19y,high school,upper class,0.649691907641556,1.0,before 2015,1.0,1.0,92101.0,11000.0,sedan,0.0,0,1,1
26-39,male,majority,10-19y,none,working class,0.319554861545918,1.0,after 2015,0.0,1.0,10238.0,16000.0,sedan,1.0,1,0,0
26-39,female,majority,10-19y,university,working class,0.356691656273137,0.0,after 2015,1.0,0.0,32765.0,10000.0,sedan,1.0,0,2,0
16-25,female,minority,0-9y,none,poverty,0.388036680842141,0.0,before 2015,0.0,0.0,32765.0,11000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,working class,0.451413516464363,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,2,0
26-39,male,majority,0-9y,university,working class,0.602460484319588,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,university,upper class,0.523161344050027,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,3,0
40-64,female,majority,0-9y,high school,upper class,0.772592219992831,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,university,upper class,0.679418078195926,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,11.0,0,4,0
16-25,male,majority,0-9y,high school,poverty,0.395457465074487,1.0,before 2015,0.0,0.0,92101.0,15000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,none,working class,0.337707259702728,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,3.0,1,1,0
16-25,male,majority,0-9y,university,middle class,0.452800791981105,1.0,after 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.373409934923016,0.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.519763116628303,1.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,5.0,1,0,0
40-64,female,majority,0-9y,none,working class,0.466873796227501,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,university,upper class,0.494500357707725,1.0,after 2015,0.0,1.0,32765.0,12000.0,sedan,13.0,2,3,0
16-25,male,majority,0-9y,high school,poverty,0.438596842291891,0.0,before 2015,0.0,1.0,32765.0,14000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,high school,upper class,0.600312240516096,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,3,0
16-25,female,majority,0-9y,none,poverty,0.438476101317694,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,upper class,0.705310062382332,1.0,before 2015,1.0,1.0,10238.0,15000.0,sedan,6.0,0,1,0
26-39,male,majority,10-19y,university,middle class,0.498815133289058,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,1.0,0,1,1
26-39,male,minority,10-19y,none,poverty,0.447320400466976,0.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,3.0,0,2,0
